Name,Measurement #1,Measurement #2,Measurement #3,Measurement #4,Measurement #5,Measurement #6,Measurement #7,Measurement #8,Measurement #9,Measurement #10,Measurement #11,Measurement #12,Measurement #13,Measurement #14,Measurement #15,Measurement #16,Measurement #17,Measurement #18
Driving Voltage (mV peak-to-peak),20,20,20,60,60,60,100,100,100,140,140,140,180,180,180,220,220,220
Integration Time [ms],30634,31366,31239,9677,9583,9649,5666,5676,5644,4061,4055,4066,3156,3140,3152,2592,2605,2593
Luminance [cd/sqm],9.966E+00,9.974E+00,9.958E+00,3.150E+01,3.147E+01,3.139E+01,5.313E+01,5.304E+01,5.289E+01,7.471E+01,7.469E+01,7.472E+01,9.577E+01,9.577E+01,9.574E+01,1.164E+02,1.163E+02,1.165E+02
Chromaticity Coordinates,,,,,,,,,,,,,,,,,,
x,0.4682,0.4681,0.4683,0.473,0.4732,0.4736,0.4737,0.4735,0.4735,0.4735,0.4735,0.4733,0.4734,0.4734,0.4734,0.4731,0.4732,0.4731
y,0.4121,0.4122,0.4124,0.4147,0.4148,0.4151,0.4154,0.4153,0.4152,0.4154,0.4154,0.4153,0.4156,0.4155,0.4155,0.4153,0.4153,0.4154
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
380,-1.33E-08,6.34224E-07,1.37314E-06,6.41767E-06,-2.01E-06,2.94160E-06,-6.93E-06,-2.82E-06,3.35394E-06,1.23046E-07,4.40109E-06,5.19780E-07,5.33656E-06,-1.49E-06,-5.58E-07,5.08752E-06,4.14937E-06,-2.37E-07
381,-2.75E-07,3.53432E-07,4.98011E-07,3.40055E-06,-3.75E-06,1.45053E-06,-2.46E-06,-1.96E-06,2.48080E-06,2.51660E-06,5.85120E-06,-6.65E-08,8.47676E-06,-1.56E-06,-3.95E-06,1.08525E-05,2.10056E-07,6.18112E-07
382,-1.76E-07,-1.05E-07,-4.67E-08,1.35587E-06,-4.55E-06,5.69793E-07,2.51777E-06,-1.19E-06,3.11838E-06,2.83215E-06,4.57039E-06,5.36312E-07,7.72011E-06,-9.57E-07,-2.56E-06,1.16617E-05,-2.98E-06,4.48035E-08
383,2.74058E-07,-3.33E-07,3.08857E-07,1.25968E-06,-3.51E-06,9.04779E-07,5.10911E-06,-7.70E-07,5.31007E-06,-4.55E-08,1.11897E-07,1.43184E-06,2.84881E-06,3.97401E-07,3.96169E-06,5.36193E-06,-2.98E-06,-2.55E-06
384,6.80010E-07,-4.46E-07,8.72580E-07,2.37718E-06,-1.34E-06,1.19534E-06,5.19165E-06,1.43653E-07,6.39892E-06,-3.02E-06,-3.63E-06,2.05457E-06,-1.00E-06,1.75744E-06,9.05616E-06,-1.93E-06,-1.62E-06,-3.92E-06
385,6.93917E-07,-5.67E-07,9.84828E-07,3.87751E-06,1.06822E-06,3.60586E-07,3.10561E-06,2.17801E-06,4.17924E-06,-3.19E-06,-3.20E-06,2.02712E-06,6.67919E-07,2.36886E-06,6.94282E-06,-4.34E-06,-8.50E-07,-1.23E-06
386,5.03570E-07,-6.59E-07,8.52518E-07,5.17031E-06,2.76873E-06,-7.21E-07,9.84504E-07,4.46885E-06,6.18950E-07,-1.30E-06,-4.25E-07,2.03627E-06,5.35352E-06,2.07617E-06,7.19479E-07,-2.62E-06,-9.59E-07,3.60706E-06
387,4.77229E-07,-6.27E-07,9.86994E-07,5.82819E-06,2.96855E-06,-5.43E-07,1.37519E-06,5.72060E-06,-1.02E-06,5.82584E-07,1.04252E-06,3.09964E-06,8.18707E-06,9.66586E-07,-3.57E-06,1.54278E-08,-1.58E-06,7.17060E-06
388,6.61408E-07,-4.94E-07,1.42652E-06,5.59941E-06,1.73104E-06,9.26122E-07,4.51840E-06,5.42468E-06,-2.13E-08,1.45317E-06,1.71359E-07,5.01456E-06,7.09259E-06,-3.46E-07,-3.58E-06,1.95344E-06,-1.95E-06,8.56674E-06
389,6.80710E-07,-4.28E-07,1.57320E-06,4.34606E-06,2.14478E-07,1.77465E-06,7.60946E-06,3.93570E-06,1.17457E-06,1.42525E-06,-8.23E-07,5.86602E-06,3.24745E-06,-4.49E-07,-1.29E-06,3.38071E-06,-6.55E-07,9.84128E-06
390,2.62757E-07,-5.40E-07,9.52637E-07,2.14403E-06,-5.03E-07,4.70891E-07,7.92629E-06,1.82327E-06,5.30666E-07,8.39000E-07,-7.24E-08,4.15676E-06,-1.58E-06,1.55616E-06,1.11489E-06,4.40050E-06,3.01147E-06,1.22894E-05
391,-1.65E-07,-6.42E-07,1.01902E-07,2.90501E-07,-3.94E-07,-1.72E-06,5.83028E-06,5.74406E-07,-7.15E-07,9.75715E-07,1.36816E-06,1.86823E-06,-4.34E-06,3.83650E-06,2.23531E-06,5.06733E-06,6.51461E-06,1.45835E-05
392,-7.43E-08,-4.73E-07,-3.10E-07,1.88693E-09,2.36552E-07,-3.02E-06,2.22152E-06,1.50594E-06,-6.20E-07,3.13359E-06,1.82122E-06,1.42180E-06,-2.31E-06,4.10023E-06,1.20211E-06,5.29644E-06,6.88292E-06,1.44968E-05
393,4.20545E-07,5.08661E-08,-2.33E-07,8.68477E-07,1.03933E-06,-2.93E-06,-1.48E-06,3.92620E-06,1.09002E-06,6.51364E-06,1.32114E-06,3.02173E-06,3.17477E-06,2.31580E-06,-1.21E-06,4.71034E-06,4.44627E-06,1.20232E-05
394,5.85344E-07,8.35093E-07,-1.99E-07,9.04630E-07,1.59064E-06,-2.17E-06,-3.21E-06,5.15145E-06,3.10092E-06,8.20253E-06,1.53145E-06,4.75915E-06,6.75106E-06,6.08966E-07,-2.57E-06,2.62201E-06,2.70302E-06,9.26857E-06
395,5.50404E-08,1.70169E-06,-5.03E-07,-9.78E-07,1.71835E-06,-1.25E-06,-1.80E-06,3.60853E-06,4.44158E-06,6.46173E-06,3.41090E-06,5.24013E-06,5.05241E-06,4.35231E-07,-1.41E-06,-8.88E-07,4.01513E-06,7.70358E-06
396,-2.28E-07,2.17711E-06,-5.79E-07,-2.71E-06,2.07682E-06,2.20500E-08,7.85194E-07,1.52559E-06,5.38277E-06,3.51061E-06,5.31404E-06,4.84416E-06,1.65302E-06,7.31733E-07,3.38886E-07,-3.18E-06,6.49300E-06,6.04516E-06
397,8.22554E-07,1.77567E-06,2.34627E-07,-1.79E-06,3.36832E-06,1.91987E-06,2.05928E-06,1.69243E-06,6.34977E-06,2.20739E-06,5.19051E-06,4.28690E-06,1.22781E-06,6.01610E-08,2.65428E-07,-1.37E-06,7.48312E-06,2.64443E-06
398,2.60950E-06,8.06261E-07,1.50423E-06,1.02381E-06,4.86225E-06,3.50103E-06,1.41978E-06,3.78451E-06,6.78796E-06,2.84940E-06,3.21033E-06,4.01998E-06,3.76274E-06,-1.04E-06,-1.54E-06,3.34461E-06,6.43492E-06,-1.63E-06
399,3.37714E-06,1.19811E-07,2.04843E-06,2.71721E-06,4.85013E-06,3.04127E-06,-3.36E-07,5.25485E-06,5.46323E-06,3.84423E-06,1.10856E-06,4.26264E-06,5.86682E-06,-6.59E-07,-3.18E-06,6.90763E-06,4.32716E-06,-4.22E-06
400,2.36268E-06,1.80293E-07,1.39284E-06,1.78445E-06,2.74707E-06,1.81598E-07,-2.31E-06,4.69118E-06,2.27017E-06,4.22294E-06,2.89086E-08,5.03742E-06,5.81238E-06,1.99178E-06,-3.28E-06,7.19026E-06,1.96160E-06,-3.72E-06
401,9.53735E-07,6.24633E-07,6.05172E-07,2.44131E-08,4.47307E-07,-2.33E-06,-3.23E-06,3.07030E-06,-2.95E-07,4.32728E-06,-9.84E-08,5.83801E-06,5.46950E-06,5.06460E-06,-1.43E-06,6.02176E-06,-2.28E-07,-9.54E-07
402,6.68463E-07,1.01605E-06,8.26973E-07,-4.85E-07,-1.91E-08,-1.69E-06,-2.02E-06,1.67981E-06,3.13764E-07,4.68714E-06,4.86532E-07,6.21150E-06,6.91480E-06,6.63733E-06,2.41223E-06,5.60724E-06,-1.80E-06,2.84983E-06
403,1.18070E-06,1.17506E-06,1.70384E-06,5.68729E-07,9.93894E-07,1.00944E-06,3.43366E-07,1.16831E-06,3.09731E-06,5.34706E-06,1.21947E-06,6.18473E-06,8.73059E-06,7.18529E-06,6.36957E-06,5.90374E-06,-2.20E-06,5.85048E-06
404,1.17637E-06,1.05696E-06,2.06966E-06,2.55463E-06,1.85074E-06,2.53868E-06,1.71179E-06,1.88607E-06,5.11122E-06,6.11389E-06,1.34910E-06,6.08194E-06,7.62050E-06,8.48896E-06,7.41401E-06,5.71134E-06,-8.02E-07,5.78420E-06
405,1.72202E-07,6.92186E-07,1.43079E-06,4.70105E-06,1.98094E-06,1.33998E-06,1.16124E-06,3.43303E-06,5.02434E-06,6.67548E-06,1.16786E-06,6.09885E-06,2.82370E-06,1.05745E-05,4.99488E-06,4.77049E-06,2.21584E-06,2.77974E-06
406,-8.79E-07,2.33452E-07,4.62780E-07,6.05124E-06,2.66279E-06,-1.22E-06,-6.10E-08,4.14588E-06,4.32844E-06,6.52362E-06,2.73768E-06,6.18564E-06,-2.09E-06,1.04650E-05,2.81312E-06,4.42421E-06,5.31186E-06,1.03824E-06
407,-1.06E-06,-1.59E-07,-1.40E-07,5.73872E-06,4.85252E-06,-3.50E-06,-6.42E-07,2.70636E-06,4.51474E-06,5.25140E-06,7.36335E-06,6.13927E-06,-3.65E-06,5.77694E-06,4.05635E-06,5.71165E-06,6.91707E-06,4.09559E-06
408,-6.29E-07,-3.63E-07,-2.67E-07,4.19224E-06,7.01208E-06,-4.36E-06,-2.50E-07,8.79447E-07,5.83785E-06,3.75328E-06,1.15796E-05,5.68173E-06,-2.00E-06,9.14652E-08,6.77039E-06,7.52870E-06,6.83891E-06,9.47432E-06
409,-2.04E-07,-2.93E-07,-3.65E-08,2.15921E-06,6.84930E-06,-2.92E-06,1.06727E-06,1.23875E-06,7.98941E-06,3.15353E-06,1.05695E-05,4.42922E-06,1.49779E-06,-1.49E-06,7.35760E-06,8.04440E-06,5.30433E-06,1.27805E-05
410,1.36134E-09,-6.65E-08,3.33741E-07,5.36860E-07,4.63935E-06,4.19807E-07,2.81748E-06,3.80713E-06,1.00760E-05,3.51557E-06,4.85546E-06,3.09795E-06,5.07440E-06,1.67837E-06,5.59512E-06,7.27430E-06,3.28691E-06,1.23370E-05
411,1.95852E-07,-7.17E-09,5.30419E-07,3.31308E-07,3.24728E-06,4.00633E-06,4.10023E-06,6.06858E-06,1.07048E-05,3.84295E-06,3.12909E-07,3.49535E-06,6.69709E-06,5.76381E-06,4.68855E-06,7.12778E-06,2.48281E-06,9.31654E-06
412,5.35323E-07,-2.77E-07,3.74989E-07,1.91204E-06,4.38210E-06,6.44619E-06,4.45378E-06,6.38164E-06,9.24509E-06,3.63627E-06,9.12802E-07,6.49225E-06,5.67802E-06,8.01159E-06,6.68224E-06,8.96157E-06,4.02995E-06,5.51061E-06
413,9.39674E-07,-5.25E-07,8.02981E-08,3.67198E-06,5.95509E-06,6.82598E-06,4.62409E-06,5.76172E-06,7.23010E-06,3.97972E-06,4.63640E-06,9.82796E-06,5.29512E-06,9.00544E-06,9.64808E-06,1.21336E-05,7.35063E-06,4.54464E-06
414,1.27653E-06,-3.34E-07,-7.21E-08,3.76138E-06,5.40146E-06,4.50754E-06,5.51786E-06,5.68512E-06,6.59397E-06,6.12279E-06,8.37258E-06,1.08590E-05,9.21759E-06,9.92564E-06,1.10563E-05,1.56244E-05,1.14449E-05,9.95011E-06
415,1.43932E-06,2.40845E-07,-8.19E-11,2.46270E-06,3.45800E-06,1.07880E-06,6.90795E-06,6.38480E-06,7.66873E-06,9.31188E-06,1.05853E-05,1.02874E-05,1.58800E-05,1.12410E-05,1.08197E-05,1.87557E-05,1.47881E-05,1.85503E-05
416,1.34000E-06,8.41349E-07,2.44867E-07,1.40557E-06,2.92305E-06,-5.51E-07,7.82213E-06,7.24452E-06,9.68228E-06,1.15188E-05,1.08177E-05,1.08995E-05,2.03887E-05,1.28973E-05,1.03869E-05,2.10482E-05,1.55674E-05,2.29653E-05
417,1.03102E-06,1.19674E-06,6.18640E-07,1.41235E-06,4.77912E-06,7.66639E-07,7.93216E-06,7.89051E-06,1.19983E-05,1.19016E-05,9.65128E-06,1.38299E-05,2.05414E-05,1.47472E-05,1.08322E-05,2.24851E-05,1.39731E-05,2.09042E-05
418,8.39461E-07,1.21117E-06,1.10100E-06,1.81925E-06,6.68732E-06,2.94689E-06,8.21881E-06,8.52320E-06,1.44093E-05,1.19765E-05,9.68438E-06,1.73097E-05,1.94086E-05,1.66809E-05,1.26646E-05,2.41885E-05,1.40828E-05,1.97960E-05
419,1.04915E-06,8.77924E-07,1.66315E-06,2.05615E-06,6.59256E-06,4.08777E-06,9.55707E-06,9.32691E-06,1.66248E-05,1.31739E-05,1.29709E-05,1.95604E-05,1.99455E-05,1.85849E-05,1.61481E-05,2.70561E-05,1.91818E-05,2.60056E-05
420,1.65600E-06,6.61361E-07,2.26778E-06,3.11002E-06,6.24045E-06,5.24411E-06,1.21444E-05,1.06499E-05,1.84542E-05,1.60531E-05,1.83144E-05,2.14015E-05,2.30182E-05,2.14161E-05,2.14962E-05,3.18469E-05,2.72514E-05,3.62605E-05
421,2.54631E-06,1.14512E-06,2.87578E-06,6.41752E-06,8.52051E-06,8.40187E-06,1.58644E-05,1.28278E-05,1.96920E-05,2.07461E-05,2.34231E-05,2.44117E-05,2.85526E-05,2.63488E-05,2.88157E-05,3.90568E-05,3.45266E-05,4.40446E-05
422,3.55170E-06,2.34627E-06,3.51568E-06,1.16651E-05,1.32241E-05,1.31774E-05,2.01528E-05,1.60601E-05,2.07636E-05,2.69238E-05,2.79158E-05,2.89290E-05,3.59705E-05,3.37167E-05,3.75617E-05,4.81187E-05,4.11966E-05,4.80904E-05
423,4.44755E-06,3.69136E-06,4.29175E-06,1.67095E-05,1.69163E-05,1.67151E-05,2.39974E-05,2.04310E-05,2.28045E-05,3.38066E-05,3.34413E-05,3.40494E-05,4.42134E-05,4.30270E-05,4.65453E-05,5.74193E-05,5.16408E-05,5.26794E-05
424,5.09767E-06,4.76630E-06,5.18401E-06,1.99767E-05,1.75237E-05,1.73163E-05,2.68603E-05,2.57373E-05,2.65286E-05,4.05843E-05,4.07314E-05,3.91798E-05,5.23478E-05,5.33282E-05,5.46860E-05,6.57380E-05,6.77386E-05,6.08206E-05
425,5.80433E-06,5.85021E-06,5.94296E-06,2.24313E-05,1.80869E-05,1.76807E-05,3.05910E-05,3.17058E-05,3.21840E-05,4.76621E-05,4.87615E-05,4.61222E-05,6.15196E-05,6.39934E-05,6.30315E-05,7.52926E-05,8.53063E-05,7.30483E-05
426,6.92387E-06,7.32151E-06,6.35854E-06,2.54248E-05,2.21130E-05,2.09144E-05,3.72652E-05,3.82493E-05,3.99671E-05,5.58360E-05,5.65978E-05,5.69316E-05,7.32834E-05,7.48735E-05,7.31271E-05,8.88139E-05,1.00131E-04,8.95708E-05
427,8.44121E-06,8.97430E-06,6.77386E-06,2.88774E-05,2.89695E-05,2.67134E-05,4.63893E-05,4.54954E-05,4.90644E-05,6.57242E-05,6.50825E-05,7.03867E-05,8.71830E-05,8.67436E-05,8.55837E-05,1.05886E-04,1.12761E-04,1.09220E-04
428,1.01193E-05,1.02486E-05,7.88162E-06,3.19029E-05,3.55364E-05,3.27415E-05,5.59147E-05,5.36921E-05,5.80203E-05,7.78635E-05,7.61598E-05,8.32673E-05,1.01577E-04,1.00975E-04,1.00512E-04,1.24253E-04,1.26656E-04,1.29941E-04
429,1.17898E-05,1.10872E-05,9.94370E-06,3.45973E-05,4.01324E-05,3.78011E-05,6.46650E-05,6.29520E-05,6.60838E-05,9.19095E-05,9.02106E-05,9.42795E-05,1.15923E-04,1.17848E-04,1.17568E-04,1.43049E-04,1.43914E-04,1.50343E-04
430,1.35178E-05,1.23942E-05,1.25650E-05,3.90112E-05,4.39797E-05,4.30461E-05,7.36065E-05,7.37374E-05,7.43401E-05,1.06867E-04,1.05740E-04,1.06335E-04,1.32621E-04,1.36820E-04,1.36702E-04,1.65105E-04,1.65445E-04,1.71600E-04
431,1.52954E-05,1.48010E-05,1.52403E-05,4.64104E-05,4.81002E-05,4.91587E-05,8.31588E-05,8.57268E-05,8.32917E-05,1.21152E-04,1.20599E-04,1.21095E-04,1.52540E-04,1.56292E-04,1.56712E-04,1.91318E-04,1.90376E-04,1.93700E-04
432,1.74170E-05,1.79952E-05,1.78415E-05,5.58461E-05,5.38643E-05,5.59276E-05,9.43165E-05,9.87271E-05,9.41157E-05,1.36406E-04,1.35987E-04,1.38513E-04,1.75487E-04,1.77460E-04,1.78205E-04,2.20955E-04,2.19285E-04,2.19443E-04
433,2.01173E-05,2.12791E-05,2.02619E-05,6.54062E-05,6.22013E-05,6.25348E-05,1.07493E-04,1.11956E-04,1.07411E-04,1.54155E-04,1.53103E-04,1.57092E-04,1.99801E-04,2.01057E-04,2.01112E-04,2.51407E-04,2.51617E-04,2.50652E-04
434,2.33171E-05,2.42244E-05,2.26698E-05,7.42624E-05,7.24227E-05,6.93082E-05,1.22360E-04,1.25468E-04,1.22793E-04,1.74582E-04,1.72691E-04,1.76549E-04,2.25509E-04,2.27386E-04,2.26239E-04,2.82487E-04,2.86397E-04,2.86146E-04
435,2.67121E-05,2.66878E-05,2.55052E-05,8.26701E-05,8.25961E-05,7.76643E-05,1.38172E-04,1.40245E-04,1.39250E-04,1.97009E-04,1.95388E-04,1.97948E-04,2.54478E-04,2.56766E-04,2.55507E-04,3.16573E-04,3.22816E-04,3.22687E-04
436,3.01561E-05,2.88996E-05,2.90512E-05,9.14583E-05,9.20759E-05,8.85025E-05,1.55048E-04,1.57328E-04,1.56600E-04,2.21713E-04,2.21802E-04,2.22491E-04,2.88193E-04,2.89905E-04,2.90203E-04,3.55837E-04,3.61500E-04,3.59683E-04
437,3.36403E-05,3.17648E-05,3.30127E-05,1.02137E-04,1.02572E-04,1.00858E-04,1.74035E-04,1.76769E-04,1.75444E-04,2.49677E-04,2.50886E-04,2.50072E-04,3.25084E-04,3.26338E-04,3.27969E-04,3.99332E-04,4.03789E-04,4.00172E-04
438,3.73129E-05,3.61951E-05,3.71844E-05,1.16308E-04,1.16105E-04,1.14031E-04,1.96644E-04,1.99015E-04,1.96952E-04,2.82492E-04,2.82349E-04,2.81220E-04,3.64519E-04,3.66541E-04,3.67466E-04,4.47223E-04,4.52209E-04,4.48380E-04
439,4.15025E-05,4.17461E-05,4.17783E-05,1.33157E-04,1.32171E-04,1.28613E-04,2.22617E-04,2.23975E-04,2.21363E-04,3.19382E-04,3.16817E-04,3.16239E-04,4.07693E-04,4.10948E-04,4.10181E-04,5.01003E-04,5.07333E-04,5.03743E-04
440,4.66497E-05,4.74492E-05,4.72281E-05,1.50996E-04,1.49337E-04,1.45871E-04,2.51187E-04,2.51585E-04,2.48749E-04,3.58942E-04,3.55651E-04,3.55679E-04,4.57018E-04,4.60436E-04,4.59240E-04,5.63232E-04,5.69409E-04,5.64209E-04
441,5.28019E-05,5.30632E-05,5.35897E-05,1.68928E-04,1.66947E-04,1.65464E-04,2.81586E-04,2.81499E-04,2.78844E-04,4.00661E-04,3.98729E-04,3.98889E-04,5.12533E-04,5.14891E-04,5.14795E-04,6.33011E-04,6.36865E-04,6.28781E-04
442,5.93907E-05,5.90660E-05,6.03183E-05,1.86507E-04,1.84806E-04,1.84652E-04,3.12255E-04,3.12241E-04,3.10193E-04,4.43978E-04,4.43041E-04,4.42672E-04,5.70015E-04,5.71590E-04,5.72010E-04,7.03519E-04,7.04156E-04,6.95974E-04
443,6.61088E-05,6.59470E-05,6.71155E-05,2.04177E-04,2.03347E-04,2.02220E-04,3.43122E-04,3.43684E-04,3.42489E-04,4.89463E-04,4.87628E-04,4.86178E-04,6.27860E-04,6.29836E-04,6.28935E-04,7.71936E-04,7.69633E-04,7.66519E-04
444,7.23315E-05,7.28361E-05,7.32976E-05,2.21259E-04,2.21033E-04,2.18480E-04,3.72491E-04,3.73654E-04,3.72729E-04,5.31863E-04,5.29288E-04,5.27269E-04,6.81590E-04,6.83759E-04,6.81722E-04,8.34576E-04,8.30111E-04,8.33568E-04
445,7.78681E-05,7.90870E-05,7.86192E-05,2.38171E-04,2.37405E-04,2.35261E-04,4.00639E-04,4.01915E-04,3.99897E-04,5.68511E-04,5.67764E-04,5.66787E-04,7.30561E-04,7.31133E-04,7.30510E-04,8.92795E-04,8.87238E-04,8.94266E-04
446,8.24314E-05,8.39695E-05,8.28592E-05,2.52769E-04,2.51114E-04,2.50759E-04,4.24287E-04,4.25195E-04,4.21979E-04,5.96882E-04,5.99171E-04,6.00284E-04,7.69842E-04,7.68263E-04,7.70515E-04,9.40510E-04,9.34585E-04,9.41930E-04
447,8.60781E-05,8.71123E-05,8.62163E-05,2.62626E-04,2.61510E-04,2.62240E-04,4.40131E-04,4.40513E-04,4.38431E-04,6.17487E-04,6.20419E-04,6.23116E-04,7.95752E-04,7.94367E-04,7.97827E-04,9.71878E-04,9.65564E-04,9.72255E-04
448,8.88491E-05,8.86719E-05,8.87472E-05,2.67290E-04,2.68290E-04,2.68474E-04,4.47532E-04,4.47476E-04,4.48872E-04,6.30692E-04,6.30963E-04,6.34025E-04,8.07858E-04,8.09422E-04,8.11371E-04,9.85838E-04,9.78777E-04,9.85109E-04
449,8.98767E-05,8.87587E-05,8.94022E-05,2.66770E-04,2.69022E-04,2.67935E-04,4.45620E-04,4.45352E-04,4.48712E-04,6.30390E-04,6.28026E-04,6.30801E-04,8.02858E-04,8.06567E-04,8.06498E-04,9.79139E-04,9.71343E-04,9.77205E-04
450,8.87613E-05,8.77596E-05,8.77076E-05,2.62101E-04,2.62771E-04,2.60726E-04,4.35551E-04,4.35330E-04,4.36243E-04,6.14168E-04,6.12013E-04,6.14369E-04,7.81413E-04,7.83622E-04,7.83118E-04,9.53243E-04,9.45228E-04,9.49977E-04
451,8.58286E-05,8.55178E-05,8.44509E-05,2.53294E-04,2.50834E-04,2.48963E-04,4.18521E-04,4.18192E-04,4.15316E-04,5.86020E-04,5.85602E-04,5.87158E-04,7.46518E-04,7.45628E-04,7.46381E-04,9.11326E-04,9.04510E-04,9.06922E-04
452,8.12065E-05,8.13773E-05,8.03157E-05,2.38978E-04,2.33963E-04,2.34032E-04,3.93775E-04,3.92744E-04,3.89140E-04,5.48765E-04,5.49297E-04,5.49257E-04,6.98313E-04,6.95932E-04,6.99127E-04,8.52828E-04,8.49468E-04,8.47891E-04
453,7.56569E-05,7.59733E-05,7.57844E-05,2.20694E-04,2.14717E-04,2.17257E-04,3.63347E-04,3.61862E-04,3.60374E-04,5.06388E-04,5.06690E-04,5.04564E-04,6.41887E-04,6.40101E-04,6.45533E-04,7.83935E-04,7.84471E-04,7.79133E-04
454,7.01383E-05,7.06117E-05,7.09575E-05,2.01301E-04,1.96145E-04,1.99183E-04,3.30022E-04,3.30051E-04,3.30036E-04,4.61914E-04,4.61803E-04,4.57889E-04,5.83558E-04,5.82974E-04,5.88475E-04,7.12840E-04,7.14117E-04,7.08660E-04
455,6.51507E-05,6.58922E-05,6.58871E-05,1.82641E-04,1.79745E-04,1.80530E-04,2.96466E-04,2.99966E-04,2.99142E-04,4.17582E-04,4.17317E-04,4.12760E-04,5.27616E-04,5.27805E-04,5.30609E-04,6.44594E-04,6.43154E-04,6.41464E-04
456,6.04048E-05,6.11667E-05,6.05576E-05,1.64842E-04,1.64412E-04,1.62466E-04,2.65355E-04,2.71184E-04,2.68951E-04,3.74581E-04,3.73849E-04,3.70784E-04,4.75184E-04,4.75511E-04,4.74642E-04,5.79185E-04,5.77096E-04,5.77709E-04
457,5.56255E-05,5.59356E-05,5.50687E-05,1.48089E-04,1.49152E-04,1.46132E-04,2.38947E-04,2.43455E-04,2.40898E-04,3.34435E-04,3.32539E-04,3.33427E-04,4.27371E-04,4.27161E-04,4.23502E-04,5.17227E-04,5.20632E-04,5.17897E-04
458,5.09243E-05,5.09505E-05,5.00073E-05,1.33190E-04,1.34465E-04,1.31850E-04,2.16581E-04,2.18138E-04,2.16320E-04,2.99574E-04,2.96759E-04,3.01235E-04,3.85334E-04,3.84283E-04,3.79522E-04,4.62933E-04,4.72286E-04,4.64793E-04
459,4.64632E-05,4.71763E-05,4.59761E-05,1.20863E-04,1.21082E-04,1.19491E-04,1.96532E-04,1.96625E-04,1.96082E-04,2.71984E-04,2.69704E-04,2.73999E-04,3.49563E-04,3.47854E-04,3.44065E-04,4.20409E-04,4.28296E-04,4.20857E-04
460,4.23642E-05,4.42859E-05,4.27009E-05,1.10877E-04,1.09498E-04,1.08805E-04,1.78567E-04,1.78960E-04,1.79613E-04,2.50432E-04,2.49700E-04,2.51095E-04,3.19139E-04,3.17445E-04,3.15941E-04,3.87818E-04,3.87882E-04,3.85151E-04
461,3.90170E-05,4.12726E-05,3.95380E-05,1.03077E-04,1.00837E-04,1.00225E-04,1.64850E-04,1.65470E-04,1.66533E-04,2.33032E-04,2.33161E-04,2.33343E-04,2.94355E-04,2.93845E-04,2.94275E-04,3.61584E-04,3.55272E-04,3.56937E-04
462,3.63421E-05,3.74930E-05,3.60614E-05,9.64913E-05,9.47103E-05,9.33158E-05,1.55022E-04,1.54848E-04,1.55483E-04,2.17158E-04,2.16840E-04,2.19197E-04,2.73530E-04,2.75168E-04,2.76063E-04,3.37316E-04,3.30191E-04,3.33289E-04
463,3.41421E-05,3.38352E-05,3.30494E-05,9.06815E-05,8.98579E-05,8.79644E-05,1.47183E-04,1.45986E-04,1.46564E-04,2.03462E-04,2.02835E-04,2.07256E-04,2.57047E-04,2.60279E-04,2.60154E-04,3.16370E-04,3.10723E-04,3.14256E-04
464,3.19442E-05,3.08758E-05,3.08755E-05,8.45379E-05,8.43586E-05,8.31953E-05,1.38365E-04,1.36767E-04,1.38497E-04,1.90910E-04,1.91269E-04,1.94540E-04,2.42771E-04,2.45797E-04,2.43574E-04,2.97399E-04,2.92365E-04,2.97082E-04
465,2.99762E-05,2.88867E-05,2.92992E-05,7.86528E-05,7.86993E-05,7.88116E-05,1.29680E-04,1.28468E-04,1.31090E-04,1.80380E-04,1.81732E-04,1.82244E-04,2.30300E-04,2.32095E-04,2.28437E-04,2.81272E-04,2.76997E-04,2.82124E-04
466,2.83172E-05,2.76896E-05,2.76257E-05,7.32344E-05,7.32084E-05,7.40632E-05,1.21942E-04,1.21802E-04,1.23123E-04,1.71273E-04,1.71820E-04,1.70746E-04,2.17382E-04,2.18180E-04,2.15677E-04,2.66426E-04,2.65061E-04,2.67634E-04
467,2.68964E-05,2.68333E-05,2.59065E-05,6.87786E-05,6.86438E-05,6.95312E-05,1.15815E-04,1.16334E-04,1.15046E-04,1.63163E-04,1.61767E-04,1.60913E-04,2.04706E-04,2.04954E-04,2.05401E-04,2.52534E-04,2.54798E-04,2.53837E-04
