x,0.4688,0.4687,0.4687,0.4738,0.4738,0.4737,0.4741,0.4742,0.474,0.474,0.4741,0.4741,0.474,0.474,0.474,0.4737,0.4738,0.4738,0.4737,0.4736,0.4735,0.4732,0.4733,0.4733,0.4731,0.4731,0.4731
y,0.4202,0.4202,0.4202,0.4228,0.4229,0.4228,0.4231,0.4233,0.4231,0.4232,0.4232,0.4233,0.4232,0.4233,0.4233,0.4232,0.4232,0.4232,0.4232,0.4231,0.4231,0.423,0.4229,0.423,0.4229,0.4229,0.4229
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
750,7.33461E-05,7.27429E-05,7.65863E-05,2.32613E-04,2.29394E-04,2.30288E-04,3.82500E-04,3.81302E-04,4.09738E-04,6.06324E-04,5.26821E-04,5.71587E-04,6.95948E-04,7.14345E-04,6.66145E-04,8.45950E-04,8.94652E-04,8.48684E-04,9.64641E-04,9.96852E-04,1.06946E-03,1.19017E-03,1.18366E-03,1.13674E-03,1.24804E-03,1.31194E-03,1.33795E-03
751,6.80516E-05,7.00879E-05,7.34767E-05,2.31598E-04,2.22486E-04,2.22006E-04,3.79734E-04,3.73547E-04,3.87543E-04,5.78045E-04,5.32379E-04,5.40009E-04,6.78468E-04,6.83115E-04,6.58529E-04,8.43640E-04,8.81540E-04,8.33573E-04,9.34961E-04,9.81034E-04,1.01472E-03,1.15640E-03,1.15820E-03,1.05442E-03,1.22064E-03,1.26424E-03,1.26664E-03
752,6.41501E-05,6.73720E-05,6.95292E-05,2.34389E-04,2.24106E-04,2.24049E-04,3.75428E-04,3.70652E-04,3.57080E-04,5.30156E-04,5.37929E-04,5.04463E-04,6.78375E-04,6.63547E-04,6.60795E-04,8.55270E-04,8.43458E-04,8.22051E-04,9.07514E-04,9.90409E-04,9.49471E-04,1.14336E-03,1.11184E-03,1.01303E-03,1.21752E-03,1.17666E-03,1.24197E-03
753,6.85110E-05,6.70786E-05,6.58212E-05,2.13709E-04,2.14905E-04,2.31663E-04,3.59372E-04,3.64250E-04,3.59491E-04,4.98624E-04,5.26775E-04,5.01998E-04,6.62295E-04,6.22802E-04,6.40506E-04,8.34691E-04,7.97488E-04,7.92924E-04,8.63648E-04,9.80227E-04,9.44478E-04,1.06545E-03,1.02098E-03,1.00907E-03,1.17418E-03,1.08738E-03,1.23902E-03
754,7.18720E-05,6.79376E-05,6.42184E-05,1.94790E-04,2.02456E-04,2.29525E-04,3.44685E-04,3.52813E-04,3.75078E-04,4.90116E-04,5.03664E-04,5.07446E-04,6.34039E-04,6.00330E-04,6.18322E-04,7.71176E-04,7.48772E-04,7.63661E-04,8.35318E-04,9.41134E-04,9.34015E-04,9.78772E-04,9.47660E-04,1.00811E-03,1.13555E-03,1.05103E-03,1.20198E-03
755,6.57435E-05,6.74357E-05,6.49932E-05,2.02206E-04,1.96372E-04,2.07848E-04,3.41246E-04,3.36636E-04,3.70484E-04,4.92645E-04,4.77967E-04,4.90123E-04,6.03440E-04,6.23418E-04,6.14041E-04,6.82035E-04,7.02766E-04,7.48587E-04,8.39572E-04,8.81552E-04,8.51080E-04,9.45332E-04,9.37785E-04,9.78058E-04,1.13819E-03,1.09259E-03,1.09837E-03
756,6.02185E-05,6.43963E-05,6.45055E-05,2.13468E-04,1.90907E-04,1.86622E-04,3.34900E-04,3.21695E-04,3.38394E-04,4.79547E-04,4.61732E-04,4.71942E-04,5.74963E-04,6.29712E-04,6.07388E-04,6.45510E-04,6.92435E-04,7.32179E-04,8.21256E-04,8.44847E-04,7.71726E-04,9.31753E-04,9.31899E-04,9.42093E-04,1.11524E-03,1.15978E-03,1.01376E-03
757,6.05224E-05,5.96177E-05,6.10450E-05,2.09329E-04,1.84755E-04,1.78191E-04,3.20401E-04,3.13805E-04,2.94442E-04,4.44985E-04,4.55175E-04,4.64633E-04,5.50112E-04,5.90713E-04,5.87243E-04,6.80545E-04,7.15205E-04,7.06403E-04,7.65352E-04,8.41741E-04,7.46515E-04,9.10249E-04,8.99856E-04,9.27016E-04,1.04332E-03,1.18441E-03,9.95190E-04
758,5.89592E-05,5.65499E-05,5.70589E-05,1.89892E-04,1.87322E-04,1.74110E-04,3.12753E-04,3.15949E-04,2.81750E-04,4.19721E-04,4.39136E-04,4.48932E-04,5.27021E-04,5.56475E-04,5.67911E-04,6.94951E-04,7.05606E-04,6.83514E-04,7.38922E-04,8.20996E-04,7.43713E-04,8.87984E-04,8.86275E-04,9.45960E-04,9.95302E-04,1.10010E-03,9.93130E-04
759,5.52245E-05,5.62256E-05,5.40657E-05,1.70980E-04,1.93668E-04,1.72127E-04,3.10828E-04,3.18718E-04,3.01243E-04,4.12655E-04,4.15263E-04,4.26694E-04,5.11461E-04,5.44897E-04,5.56269E-04,6.63864E-04,6.66459E-04,6.80156E-04,7.46604E-04,7.69545E-04,7.46710E-04,8.59248E-04,8.91699E-04,9.58490E-04,9.83370E-04,9.72438E-04,9.73837E-04
760,5.57135E-05,5.69463E-05,5.21729E-05,1.76152E-04,1.86462E-04,1.75864E-04,2.98234E-04,3.03716E-04,3.13917E-04,4.08584E-04,4.02335E-04,4.17832E-04,5.12215E-04,5.36575E-04,5.47598E-04,6.30291E-04,6.59499E-04,7.05482E-04,7.32421E-04,7.14787E-04,7.57579E-04,8.06992E-04,8.73156E-04,8.88018E-04,9.58653E-04,9.60639E-04,9.29496E-04
761,5.59294E-05,5.63059E-05,5.10277E-05,1.84004E-04,1.70625E-04,1.77588E-04,2.79971E-04,2.81136E-04,3.07905E-04,3.98118E-04,3.91115E-04,4.11494E-04,5.09661E-04,5.20918E-04,5.27332E-04,6.05467E-04,6.63435E-04,6.95523E-04,7.03005E-04,6.92893E-04,7.72460E-04,7.64995E-04,8.44994E-04,7.95200E-04,9.32579E-04,9.70041E-04,8.98439E-04
762,4.88638E-05,5.28060E-05,5.03597E-05,1.61832E-04,1.59852E-04,1.67680E-04,2.68433E-04,2.70408E-04,2.89766E-04,3.78196E-04,3.65128E-04,3.86834E-04,4.81059E-04,4.96273E-04,4.84111E-04,5.84970E-04,6.27895E-04,5.88663E-04,6.85206E-04,7.23170E-04,7.79560E-04,7.72622E-04,8.40006E-04,7.80869E-04,9.27222E-04,8.43271E-04,9.18914E-04
763,4.34881E-05,5.10028E-05,5.17158E-05,1.36782E-04,1.54114E-04,1.57456E-04,2.58973E-04,2.65302E-04,2.82872E-04,3.61816E-04,3.47725E-04,3.57444E-04,4.62806E-04,4.81507E-04,4.48386E-04,5.81285E-04,5.82606E-04,5.15177E-04,6.47548E-04,7.37858E-04,7.54426E-04,7.77983E-04,8.39718E-04,7.99547E-04,8.71342E-04,7.68651E-04,9.27974E-04
764,4.66358E-05,5.32886E-05,5.48738E-05,1.32934E-04,1.51030E-04,1.56094E-04,2.47646E-04,2.57190E-04,2.96857E-04,3.58760E-04,3.55851E-04,3.42566E-04,4.73388E-04,4.83169E-04,4.39030E-04,5.93181E-04,5.60144E-04,5.64033E-04,5.80057E-04,6.86772E-04,6.89510E-04,7.43100E-04,8.19275E-04,7.84180E-04,7.42676E-04,8.76722E-04,8.73188E-04
765,4.95272E-05,5.30218E-05,5.43259E-05,1.27748E-04,1.51814E-04,1.53885E-04,2.43504E-04,2.49153E-04,2.98172E-04,3.60518E-04,3.64974E-04,3.51193E-04,4.51295E-04,4.66199E-04,4.20922E-04,5.77133E-04,5.46397E-04,6.00345E-04,5.61204E-04,6.19606E-04,6.25526E-04,7.22993E-04,7.74016E-04,7.16808E-04,6.94281E-04,9.34072E-04,7.95083E-04
766,4.79662E-05,4.77263E-05,4.85584E-05,1.19328E-04,1.53130E-04,1.46168E-04,2.48037E-04,2.45796E-04,2.69096E-04,3.56626E-04,3.59705E-04,3.69743E-04,3.96624E-04,4.31895E-04,3.93981E-04,5.36690E-04,5.27077E-04,5.58507E-04,6.04053E-04,5.79523E-04,5.86813E-04,7.31301E-04,7.22492E-04,6.33572E-04,7.54511E-04,8.51007E-04,7.33997E-04
767,4.63687E-05,4.19093E-05,4.21875E-05,1.37248E-04,1.46360E-04,1.38151E-04,2.51287E-04,2.50467E-04,2.22498E-04,3.39031E-04,3.44773E-04,3.61686E-04,3.94653E-04,4.30989E-04,4.07896E-04,5.37264E-04,4.97988E-04,5.03077E-04,6.25978E-04,5.79227E-04,5.68197E-04,7.15160E-04,7.04599E-04,6.22335E-04,7.69248E-04,7.82090E-04,7.09222E-04
768,4.56051E-05,3.86312E-05,3.91596E-05,1.63604E-04,1.35564E-04,1.31394E-04,2.48474E-04,2.50405E-04,1.93953E-04,3.12637E-04,3.25542E-04,3.35984E-04,4.15785E-04,4.46193E-04,4.42040E-04,5.55314E-04,4.69762E-04,4.77156E-04,5.98990E-04,5.88611E-04,5.72833E-04,6.62195E-04,6.95407E-04,6.59967E-04,7.12824E-04,7.55411E-04,6.95798E-04
769,4.44578E-05,3.91249E-05,4.14421E-05,1.55956E-04,1.31270E-04,1.25355E-04,2.38772E-04,2.29103E-04,2.19710E-04,2.91788E-04,3.07177E-04,3.27607E-04,3.72980E-04,4.26360E-04,4.36543E-04,5.21740E-04,4.60261E-04,4.94817E-04,5.45142E-04,5.61499E-04,6.04126E-04,5.97584E-04,6.43266E-04,6.58490E-04,6.59888E-04,7.14050E-04,6.53640E-04
770,4.50648E-05,4.01848E-05,4.21131E-05,1.30446E-04,1.23634E-04,1.20714E-04,2.13503E-04,2.08564E-04,2.43813E-04,2.83382E-04,2.86392E-04,3.19175E-04,3.31145E-04,4.05242E-04,3.95342E-04,4.71209E-04,4.55597E-04,5.04662E-04,5.14545E-04,5.11711E-04,6.06632E-04,5.63117E-04,5.95307E-04,6.04974E-04,6.75305E-04,6.65708E-04,6.12162E-04
771,4.81671E-05,3.87418E-05,3.60568E-05,1.15221E-04,1.06379E-04,1.17697E-04,1.74672E-04,2.09003E-04,2.14138E-04,2.87004E-04,2.62786E-04,2.91519E-04,3.62166E-04,4.18719E-04,3.51163E-04,4.52967E-04,4.42184E-04,4.62234E-04,5.36350E-04,4.72685E-04,5.43785E-04,5.79380E-04,6.02441E-04,5.28315E-04,7.58068E-04,6.34322E-04,6.09535E-04
772,4.65831E-05,3.68610E-05,3.30450E-05,1.07771E-04,1.05188E-04,1.13264E-04,1.62520E-04,2.01737E-04,1.90898E-04,2.87539E-04,2.51886E-04,2.76431E-04,3.87904E-04,4.13240E-04,3.47332E-04,4.41124E-04,4.40052E-04,4.13786E-04,5.44740E-04,4.65557E-04,4.97107E-04,5.83463E-04,6.13644E-04,4.93170E-04,7.25161E-04,6.15095E-04,6.28915E-04
773,3.90686E-05,3.56856E-05,3.69281E-05,1.03295E-04,1.23818E-04,1.08652E-04,1.87584E-04,1.77136E-04,1.99856E-04,2.76942E-04,2.59969E-04,2.86503E-04,3.62978E-04,3.71060E-04,3.80083E-04,4.18003E-04,4.51084E-04,3.92892E-04,5.04883E-04,4.84816E-04,5.02776E-04,5.45222E-04,5.91812E-04,5.22524E-04,5.52781E-04,5.97688E-04,6.47670E-04
774,3.50811E-05,3.37963E-05,3.89404E-05,1.02432E-04,1.26547E-04,1.11803E-04,2.07072E-04,1.66628E-04,1.87930E-04,2.62979E-04,2.74987E-04,2.92897E-04,3.32869E-04,3.50260E-04,3.77389E-04,4.00601E-04,4.43674E-04,3.89341E-04,4.56249E-04,4.91326E-04,5.00362E-04,5.06840E-04,5.51647E-04,5.67729E-04,4.94863E-04,5.74232E-04,6.52777E-04
775,3.50210E-05,3.20678E-05,3.61113E-05,1.07742E-04,1.10780E-04,1.16112E-04,2.04744E-04,1.73005E-04,1.61306E-04,2.55347E-04,2.75421E-04,2.81340E-04,3.18256E-04,3.43992E-04,3.40049E-04,4.07865E-04,4.15076E-04,3.87247E-04,4.27804E-04,4.73932E-04,4.82420E-04,4.75858E-04,5.14780E-04,5.81677E-04,5.73338E-04,5.52720E-04,6.47130E-04
776,3.28640E-05,3.26698E-05,3.10696E-05,1.19760E-04,9.98629E-05,1.06965E-04,1.88996E-04,1.76658E-04,1.67329E-04,2.61669E-04,2.42646E-04,2.54780E-04,3.12824E-04,3.02457E-04,3.22739E-04,4.47239E-04,3.85332E-04,3.71600E-04,4.27761E-04,4.47584E-04,4.80522E-04,4.38099E-04,5.01995E-04,5.36987E-04,6.24567E-04,5.49169E-04,6.42404E-04
777,3.19158E-05,3.30657E-05,2.74478E-05,1.17878E-04,9.72375E-05,9.54772E-05,1.68346E-04,1.76775E-04,1.80104E-04,2.71312E-04,2.17348E-04,2.34267E-04,2.99120E-04,2.62381E-04,3.23124E-04,4.54175E-04,3.57240E-04,3.42666E-04,4.12016E-04,4.36081E-04,4.63373E-04,4.44184E-04,5.10913E-04,4.95388E-04,5.93025E-04,5.47797E-04,6.26620E-04
778,3.56787E-05,3.05946E-05,2.81161E-05,8.83808E-05,9.69851E-05,9.51607E-05,1.52400E-04,1.75237E-04,1.64152E-04,2.69563E-04,2.33901E-04,2.35533E-04,2.68540E-04,2.69721E-04,3.17579E-04,3.81103E-04,3.33532E-04,3.18055E-04,3.53075E-04,4.49756E-04,4.05673E-04,5.18548E-04,5.24385E-04,5.08697E-04,4.98346E-04,5.33003E-04,5.89623E-04
779,3.64852E-05,2.78634E-05,3.23055E-05,6.36804E-05,8.96068E-05,9.44639E-05,1.53303E-04,1.57734E-04,1.45087E-04,2.50408E-04,2.33972E-04,2.35147E-04,2.50370E-04,2.89196E-04,2.88134E-04,3.17428E-04,3.36058E-04,3.45987E-04,3.34498E-04,4.45657E-04,3.75525E-04,5.24768E-04,5.06238E-04,4.87510E-04,4.46241E-04,5.25679E-04,5.52125E-04
780,3.18481E-05,2.72519E-05,3.63644E-05,6.09363E-05,7.81033E-05,8.68884E-05,1.65327E-04,1.29516E-04,1.42976E-04,2.22910E-04,1.99858E-04,2.21004E-04,2.53699E-04,2.85762E-04,2.46000E-04,3.15623E-04,3.61830E-04,4.05202E-04,3.78662E-04,4.10647E-04,3.95301E-04,4.38103E-04,4.45627E-04,3.98413E-04,4.71540E-04,5.37536E-04,5.13095E-04
